?column?
"12,TRK-000012,2025-10-18,14,5259.00,53ft_Dry_Van,1597,1000+,1.868,2.393,2.141,3.85,8.45,1358,385,16.94,1647.00,857.00,0.63,0.456,false,false,"
"13,TRK-000013,2025-10-29,11,10007.00,53ft_Dry_Van,34,0-100,2.288,2.262,1.688,3.68,7.94,28,10,11.66,2884.00,1206.00,0.60,0.463,true,false,"
"14,TRK-000014,2025-09-03,48,6436.00,Reefer,240,101-300,3.927,2.864,2.039,4.21,7.45,217,60,18.49,2972.00,620.00,0.69,0.565,false,false,"
"15,TRK-000015,2025-10-10,18,6868.00,53ft_Dry_Van,192,101-300,2.871,3.192,1.579,4.35,8.17,160,15,22.29,1998.00,855.00,0.72,0.532,false,false,"
"16,TRK-000016,2025-10-22,21,3493.00,Reefer,1665,1000+,3.591,2.790,2.135,4.65,7.18,1570,192,17.68,1367.00,1799.00,0.81,0.648,false,false,"
"17,TRK-000017,2025-02-17,22,5542.00,53ft_Flatbed,313,301-1000,2.558,3.180,1.429,4.59,7.08,273,64,24.15,1935.00,866.00,0.77,0.648,true,false,"
"18,TRK-000018,2025-07-03,7,5531.00,Reefer,815,301-1000,2.361,3.185,2.223,4.99,6.27,730,80,9.02,3057.00,1879.00,0.69,0.796,false,false,"
"19,TRK-000019,2025-03-14,26,4000.00,53ft_Dry_Van,291,101-300,2.877,2.929,1.931,4.34,7.32,222,50,12.55,2251.00,2075.00,0.68,0.593,false,false,"
"20,TRK-000020,2025-06-02,2,2701.00,53ft_Flatbed,2126,1000+,3.554,2.445,1.695,4.58,7.10,1820,378,19.25,1415.00,428.00,0.76,0.645,false,false,"
"21,TRK-000021,2025-03-18,8,6524.00,53ft_Flatbed,804,301-1000,2.892,2.506,1.986,3.86,6.04,748,232,8.33,2126.00,1557.00,0.72,0.639,false,false,"
"22,TRK-000022,2025-04-07,25,9230.00,53ft_Dry_Van,208,101-300,3.533,2.161,1.683,3.87,6.93,164,43,16.09,1346.00,630.00,0.66,0.558,false,false,"
"23,TRK-000023,2025-04-23,1,2011.00,53ft_Flatbed,485,301-1000,3.478,2.666,1.691,4.58,7.17,415,34,5.47,2641.00,874.00,0.84,0.639,true,false,"
"24,TRK-000024,2025-07-11,5,10485.00,53ft_Flatbed,58,0-100,1.807,2.596,2.286,4.33,8.26,48,10,25.82,2373.00,2056.00,0.77,0.524,false,false,"
"25,TRK-000025,2025-01-03,34,5334.00,53ft_Dry_Van,244,101-300,2.372,2.988,1.930,4.39,5.68,214,48,1.38,3123.00,448.00,0.81,0.773,false,false,"
"26,TRK-000026,2025-04-01,19,6470.00,53ft_Dry_Van,379,301-1000,2.319,3.057,1.863,4.36,7.25,336,50,4.81,3185.00,1981.00,0.76,0.601,false,false,"
"27,TRK-000027,2025-03-09,14,10413.00,53ft_Dry_Van,547,301-1000,2.612,2.835,2.326,4.37,6.86,426,133,7.80,2798.00,1719.00,0.64,0.637,false,false,"
"28,TRK-000028,2025-03-22,18,8156.00,53ft_Flatbed,435,301-1000,3.208,3.147,1.754,3.76,5.92,365,56,9.62,1834.00,1647.00,0.84,0.635,false,false,"
"29,TRK-000029,2025-09-13,11,10594.00,53ft_Dry_Van,290,101-300,3.796,2.538,2.233,4.31,8.12,255,42,23.26,2004.00,821.00,0.79,0.531,false,false,"
"30,TRK-000030,2025-07-28,13,7590.00,53ft_Flatbed,982,301-1000,3.185,2.114,1.792,4.96,5.84,921,210,28.40,2636.00,989.00,0.76,0.849,false,false,"
"31,TRK-000031,2025-03-21,24,14353.00,53ft_Dry_Van,1554,1000+,3.254,2.687,2.306,4.02,8.29,1318,323,2.18,2446.00,1929.00,0.72,0.485,false,false,"
"32,TRK-000032,2025-09-03,25,5474.00,53ft_Flatbed,150,101-300,1.977,3.247,2.099,4.14,8.31,134,41,13.53,2023.00,1473.00,0.57,0.498,false,false,"
"33,TRK-000033,2025-10-11,3,6251.00,53ft_Flatbed,35,0-100,2.176,2.890,2.264,4.63,6.62,33,7,8.37,3066.00,1496.00,0.76,0.699,false,false,Decimal error in revenue"
"34,TRK-000034,2025-04-22,31,5872.00,53ft_Dry_Van,177,101-300,1.857,3.266,2.176,3.97,6.68,159,25,12.76,2170.00,1065.00,0.73,0.594,false,false,"
"35,TRK-000035,2025-04-03,7,5980.00,53ft_Flatbed,945,301-1000,3.190,2.488,2.143,4.45,5.83,847,218,16.89,1612.00,1831.00,0.70,0.763,false,false,"
"36,TRK-000036,2025-03-10,10,5861.00,Reefer,863,301-1000,3.022,3.277,1.727,4.87,6.62,775,60,20.18,2004.00,1256.00,0.71,0.736,false,false,"
"37,TRK-000037,2025-10-18,17,6624.00,53ft_Dry_Van,418,301-1000,2.589,2.318,1.708,4.16,7.81,334,124,19.36,1823.00,1972.00,0.76,0.533,false,false,"
"38,TRK-000038,2025-03-24,31,4984.00,53ft_Flatbed,283,101-300,2.648,2.607,2.370,3.98,8.39,222,84,17.41,2693.00,369.00,0.59,0.474,false,false,"
"39,TRK-000039,2025-04-28,14,11629.00,53ft_Stepdeck,1001,1000+,2.366,3.115,2.259,3.70,6.57,823,299,6.23,1710.00,862.00,0.83,0.563,false,false,"
"40,TRK-000040,2025-03-04,6,5708.00,53ft_Flatbed,244,101-300,3.474,2.282,1.512,3.81,5.54,196,71,5.46,1550.00,1330.00,0.67,0.688,false,false,"
"41,TRK-000041,2025-10-14,11,3888.00,53ft_Stepdeck,84,0-100,2.555,2.241,1.695,3.53,8.35,75,19,17.13,2214.00,620.00,0.79,0.423,false,false,"
"43,TRK-000043,2025-07-20,18,4862.00,53ft_Dry_Van,163,101-300,3.776,2.137,1.898,4.95,6.49,138,18,3.09,1721.00,1260.00,0.59,0.763,false,false,Decimal error in revenue"
"44,TRK-000044,2025-09-08,20,1001.00,53ft_Flatbed,122,101-300,3.497,3.133,1.499,4.51,7.24,98,21,6.13,2224.00,1533.00,0.70,0.623,false,false,"
"45,TRK-000045,2025-04-17,16,3009.00,53ft_Flatbed,1974,1000+,2.517,2.830,1.711,4.82,7.54,1582,125,10.87,2742.00,1326.00,0.58,0.639,false,false,"
"46,TRK-000046,2025-02-22,14,6620.00,53ft_Flatbed,87,0-100,3.673,3.183,2.212,3.68,7.86,74,24,13.47,2015.00,631.00,0.72,0.468,false,false,"
"47,TRK-000047,2025-10-24,44,7877.00,53ft_Flatbed,965,301-1000,3.903,3.006,2.075,4.27,8.01,836,121,24.57,1427.00,1689.00,0.75,0.533,false,false,"
"48,TRK-000048,2025-01-20,9,1854.00,53ft_Dry_Van,355,301-1000,2.656,2.533,2.197,3.58,7.87,300,92,5.36,1912.00,1256.00,0.79,0.455,false,false,"
"49,TRK-000049,2025-10-02,19,2704.00,Reefer,952,301-1000,3.155,2.201,1.416,4.91,8.21,732,217,6.82,1833.00,1389.00,0.66,0.598,false,false,"
"50,TRK-000050,2025-07-03,11,6460.00,53ft_Dry_Van,120,101-300,1.923,2.213,2.008,4.17,6.81,98,35,5.23,1961.00,1111.00,0.70,0.612,false,false,"
"51,TRK-000051,2025-10-23,3,3554.00,53ft_Flatbed,314,301-1000,2.825,3.106,1.797,4.81,5.66,269,25,7.28,3012.00,806.00,0.63,0.850,false,false,"
"52,TRK-000052,2025-06-04,12,13300.00,53ft_Flatbed,32,0-100,3.035,2.879,1.825,3.55,7.89,25,8,15.35,2781.00,1716.00,0.77,0.450,false,false,"
"53,TRK-000053,2025-07-09,29,5866.00,Reefer,299,101-300,3.578,2.160,2.274,4.53,7.89,246,15,4.80,2641.00,1082.00,0.62,0.574,false,false,"
"54,TRK-000054,2025-07-26,10,2433.00,Reefer,1696,1000+,2.948,2.461,1.471,3.51,6.97,1496,434,11.52,2572.00,760.00,0.68,0.504,false,false,"
"55,TRK-000055,2025-04-06,11,8418.00,Reefer,163,101-300,3.623,2.401,2.378,4.62,6.54,152,42,15.94,2082.00,1686.00,0.82,0.706,false,false,"
"56,TRK-000056,2025-07-20,11,10374.00,53ft_Flatbed,37,0-100,2.717,2.530,1.598,3.93,7.75,32,5,2.48,2969.00,1567.00,0.58,0.507,false,false,Wrong truck type code"
"57,TRK-000057,2025-06-05,13,7013.00,Reefer,204,101-300,2.509,3.221,1.868,3.83,8.06,190,13,16.09,2799.00,1608.00,0.63,0.475,false,false,"
"58,TRK-000058,2025-03-12,13,5580.00,Reefer,104,101-300,3.413,3.140,2.104,4.51,6.24,85,21,21.29,2173.00,377.00,0.63,0.723,false,false,"
"59,TRK-000059,2025-04-14,1,3877.00,53ft_Dry_Van,201,101-300,2.491,2.119,1.911,3.72,5.63,173,21,24.41,2723.00,1353.00,0.57,0.661,false,false,Wrong truck type code"
"60,TRK-000060,2025-07-05,14,3686.00,53ft_Dry_Van,38,0-100,3.273,2.863,2.061,3.71,5.94,36,5,17.47,2749.00,1180.00,0.65,0.625,false,false,"
"61,TRK-000061,2025-07-22,30,6463.00,53ft_Dry_Van,329,301-1000,3.564,3.171,2.140,3.70,7.34,303,92,22.30,1375.00,2008.00,0.83,0.504,false,false,"
"62,TRK-000062,2025-06-20,3,5549.00,53ft_Dry_Van,39,0-100,1.877,2.783,1.840,4.37,8.48,37,9,9.04,2040.00,1764.00,0.80,0.515,false,false,"
"63,TRK-000063,2025-03-28,16,8593.00,53ft_Flatbed,91,0-100,2.325,3.054,1.973,4.07,7.85,74,22,8.72,3108.00,1631.00,0.83,0.518,false,false,"
"64,TRK-000064,2025-07-12,21,6461.00,53ft_Flatbed,37,0-100,3.652,2.318,1.962,3.89,6.92,34,9,17.57,1372.00,1368.00,0.75,0.562,false,true,"
"65,TRK-000065,2025-07-13,29,4025.00,53ft_Dry_Van,85,0-100,2.646,2.213,1.437,4.80,7.57,64,16,16.89,2099.00,1280.00,0.69,0.634,false,false,"
"66,TRK-000066,2025-06-07,21,7435.00,53ft_Stepdeck,31,0-100,2.723,2.151,2.309,4.67,5.93,27,4,21.90,2614.00,1419.00,0.70,0.788,false,false,"
"67,TRK-000067,2025-03-16,8,5701.00,Reefer,86,0-100,1.892,2.936,1.742,4.38,8.40,77,12,29.28,2203.00,1951.00,0.64,0.521,false,false,"
"68,TRK-000068,2025-04-15,20,3021.00,53ft_Flatbed,633,301-1000,3.219,3.193,1.581,4.79,6.15,517,139,7.22,1728.00,305.00,0.70,0.779,false,false,"
"69,TRK-000069,2025-04-30,31,2708.00,53ft_Dry_Van,72,0-100,2.964,3.000,1.882,4.12,7.20,57,21,17.10,2529.00,500.00,0.56,0.572,false,false,"
"70,TRK-000070,2025-03-02,50,10039.00,53ft_Dry_Van,176,101-300,2.617,2.387,1.693,4.05,8.01,145,14,7.34,1783.00,1799.00,0.83,0.506,true,false,"
"71,TRK-000071,2025-04-03,11,4478.00,Reefer,875,301-1000,1.878,2.716,1.708,3.57,6.55,823,111,20.16,1887.00,528.00,0.64,0.545,false,false,"
"72,TRK-000072,2025-07-29,12,2342.00,53ft_Flatbed,50,0-100,2.300,2.168,1.541,3.77,5.52,47,11,23.78,2999.00,1982.00,0.61,0.683,false,false,"
"73,TRK-000073,2025-06-09,33,12654.00,Reefer,1069,1000+,2.131,2.145,2.001,4.91,6.19,1009,265,17.14,1469.00,1646.00,0.73,0.793,false,false,"
"74,TRK-000074,2025-07-10,9,9256.00,Reefer,320,301-1000,2.580,3.108,2.006,4.02,6.71,296,93,11.23,1497.00,923.00,0.70,0.599,false,false,"
"75,TRK-000075,2025-04-03,23,5947.00,53ft_Flatbed,854,301-1000,2.818,2.142,1.863,4.18,7.66,762,200,22.32,1753.00,1711.00,0.64,0.546,false,false,"
"76,TRK-000076,2025-07-01,14,8843.00,53ft_Dry_Van,307,301-1000,3.201,2.784,2.259,3.97,8.34,289,31,8.29,2454.00,741.00,0.72,0.476,false,false,"
"77,TRK-000077,2025-06-25,28,6365.00,53ft_Dry_Van,286,101-300,3.824,3.084,1.878,4.52,8.01,253,82,6.24,1883.00,2046.00,0.63,0.564,false,true,"
"78,TRK-000078,2025-10-10,1,5694.00,53ft_Dry_Van,88,0-100,2.453,2.873,1.775,4.37,6.72,78,26,15.61,1954.00,1453.00,0.56,0.650,false,false,"
"79,TRK-000079,2025-06-22,34,4353.00,53ft_Dry_Van,186,101-300,3.663,2.915,1.818,4.58,6.05,157,53,14.71,3060.00,1073.00,0.78,0.757,false,false,"
"80,TRK-000080,2025-07-02,13,3045.00,Reefer,1916,1000+,1.988,2.311,1.568,4.72,5.84,1515,198,4.98,2416.00,1975.00,0.70,0.808,false,false,"
"81,TRK-000081,2025-10-18,34,9544.00,53ft_Flatbed,873,301-1000,1.920,2.288,1.784,3.89,6.32,720,237,24.84,2688.00,1966.00,0.65,0.616,false,false,"
"82,TRK-000082,2025-01-29,4,9264.00,53ft_Stepdeck,398,301-1000,2.731,2.150,2.225,3.75,7.84,355,105,18.51,1676.00,2072.00,0.55,0.478,false,false,"
"83,TRK-000083,2025-03-03,5,4795.00,53ft_Dry_Van,163,101-300,2.927,2.337,1.831,4.63,6.30,149,11,29.92,1881.00,1872.00,0.67,0.735,false,false,"
"84,TRK-000084,2025-04-02,6,5350.00,Reefer,551,301-1000,3.493,2.289,1.449,3.73,6.65,414,64,13.45,1475.00,1198.00,0.80,0.561,false,false,"
"85,TRK-000085,2025-03-01,25,14753.00,53ft_Stepdeck,908,301-1000,3.719,2.807,1.886,3.74,6.65,860,133,1.16,2940.00,573.00,0.82,0.562,false,false,"
"86,TRK-000086,2025-04-06,25,3962.00,53ft_Flatbed,115,101-300,3.066,2.247,1.557,4.26,6.39,107,26,29.51,1806.00,805.00,0.69,0.667,false,false,"
"87,TRK-000087,2025-06-12,3,6199.00,53ft_Flatbed,80,0-100,2.245,2.309,1.414,3.64,7.89,74,11,5.77,2507.00,1254.00,0.69,0.461,false,false,"
"88,TRK-000088,2025-06-30,15,7330.00,53ft_Dry_Van,52,0-100,3.033,2.985,1.758,3.91,6.10,47,12,6.11,2723.00,1358.00,0.71,0.641,false,false,"
"89,TRK-000089,2025-10-02,27,6300.00,53ft_Dry_Van,238,101-300,1.975,2.218,1.542,4.82,5.56,216,64,21.25,1307.00,867.00,0.73,0.867,false,false,"
"90,TRK-000090,2025-07-02,20,12903.00,53ft_Dry_Van,121,101-300,2.440,2.700,1.603,4.37,6.62,100,7,25.95,2113.00,501.00,0.67,0.660,false,false,"
"91,TRK-000091,2025-06-15,16,5457.00,53ft_Flatbed,579,301-1000,2.726,2.240,2.172,3.64,6.23,455,152,23.17,1790.00,1783.00,0.57,0.584,false,false,"
"92,TRK-000092,2025-01-28,19,9390.00,53ft_Dry_Van,160,101-300,3.476,2.994,2.382,4.20,6.02,129,24,22.68,2708.00,1699.00,0.67,0.698,false,false,"
"93,TRK-000093,2025-09-15,17,7187.00,53ft_Dry_Van,384,301-1000,3.401,3.065,2.193,3.96,7.13,348,90,9.79,3055.00,1187.00,0.56,0.555,false,true,"
"94,TRK-000094,2025-07-03,33,9929.00,53ft_Dry_Van,835,301-1000,2.045,2.765,1.862,3.71,7.55,755,93,4.13,1529.00,1233.00,0.82,0.491,false,false,"
"95,TRK-000095,2025-07-28,29,5721.00,53ft_Dry_Van,522,301-1000,3.229,2.490,1.961,3.91,7.99,450,112,3.36,3191.00,1685.00,0.61,0.489,false,false,"
"96,TRK-000096,2025-04-22,20,2617.00,53ft_Dry_Van,262,101-300,3.457,2.644,2.243,3.77,5.69,244,15,28.93,2053.00,1618.00,0.56,0.663,true,false,"
"97,TRK-000097,2025-10-13,27,3059.00,53ft_Dry_Van,89,0-100,1.965,2.333,2.122,4.67,7.78,70,5,26.64,2886.00,788.00,0.70,0.600,false,false,"
"98,TRK-000098,2025-10-21,38,3973.00,Reefer,280,101-300,3.983,2.208,1.722,4.94,8.07,231,14,28.95,1445.00,1501.00,0.62,0.612,false,false,"
"99,TRK-000099,2025-04-07,11,5923.00,53ft_Dry_Van,809,301-1000,3.722,2.515,1.928,4.09,7.06,685,110,26.45,2353.00,1690.00,0.81,0.579,true,false,"
"100,TRK-000100,2025-07-01,21,9702.00,Reefer,218,101-300,3.338,2.852,2.214,4.15,8.17,201,13,18.75,3020.00,1508.00,0.56,0.508,false,false,"
"101,TRK-000101,2025-06-23,24,3020.00,53ft_Flatbed,122,101-300,2.013,2.518,2.156,4.75,7.22,95,29,16.66,2445.00,530.00,0.56,0.658,false,false,"
"102,TRK-000102,2025-04-26,6,9993.00,53ft_Dry_Van,767,301-1000,1.816,3.101,1.700,4.42,6.57,597,71,8.05,2307.00,1182.00,0.59,0.673,false,false,"
"103,TRK-000103,2025-06-13,18,10344.00,53ft_Dry_Van,869,301-1000,3.396,2.881,2.128,4.69,6.63,741,51,4.38,3089.00,1114.00,0.58,0.707,false,false,"
"104,TRK-000104,2025-07-10,19,8833.00,53ft_Flatbed,221,101-300,3.243,2.747,1.878,4.61,7.25,182,62,10.63,1741.00,741.00,0.60,0.636,false,false,"
"105,TRK-000105,2025-06-15,35,9484.00,Reefer,681,301-1000,3.677,2.994,2.292,3.98,6.24,600,175,0.26,2638.00,1986.00,0.68,0.638,false,false,"
"106,TRK-000106,2025-04-30,1,6401.00,53ft_Flatbed,30,0-100,3.913,2.932,2.305,4.45,5.99,28,8,19.95,1852.00,1603.00,0.80,0.743,false,false,"
"107,TRK-000107,2025-02-07,19,8024.00,53ft_Flatbed,1104,1000+,3.833,2.425,2.299,4.89,6.99,854,207,2.26,2604.00,488.00,0.64,0.700,false,false,"
"108,TRK-000108,2025-04-11,15,11089.00,53ft_Flatbed,33,0-100,2.899,2.746,2.365,3.97,5.58,25,8,3.29,2384.00,1660.00,0.73,0.711,false,false,"
"109,TRK-000109,2025-10-11,19,4710.00,Reefer,134,101-300,3.352,3.029,2.051,4.81,8.22,119,17,15.59,1585.00,1804.00,0.59,0.585,false,false,"
"110,TRK-000110,2025-10-27,31,3494.00,53ft_Flatbed,40,0-100,3.323,3.091,1.837,4.10,7.43,31,5,14.37,1632.00,1149.00,0.59,0.552,false,false,"
"111,TRK-000111,2025-10-09,16,10385.00,53ft_Dry_Van,2015,1000+,2.435,2.653,1.939,4.29,7.61,1710,142,9.52,2699.00,1566.00,0.68,0.564,false,false,Wrong truck type code"
"112,TRK-000112,2025-06-15,3,3028.00,53ft_Flatbed,1585,1000+,2.755,2.342,1.788,4.92,8.43,1505,274,10.15,1580.00,2020.00,0.77,0.584,false,false,"
"113,TRK-000113,2025-06-23,5,3559.00,53ft_Flatbed,172,101-300,3.081,2.463,1.889,4.46,7.63,162,40,19.38,1538.00,1143.00,0.62,0.585,false,false,"
"114,TRK-000114,2025-10-22,27,5678.00,53ft_Flatbed,79,0-100,3.729,3.047,1.740,4.46,8.29,73,9,16.66,2187.00,2089.00,0.68,0.538,false,false,"
"115,TRK-000115,2025-04-24,9,13743.00,53ft_Flatbed,41,0-100,3.998,2.729,1.901,4.89,5.72,38,6,7.98,1567.00,875.00,0.66,0.855,false,false,"
"116,TRK-000116,2025-03-29,19,10977.00,53ft_Dry_Van,460,301-1000,1.853,3.190,2.118,3.75,7.44,382,86,28.25,2740.00,1451.00,0.74,0.504,false,false,Decimal error in revenue"
"117,TRK-000117,2025-04-12,10,3941.00,53ft_Flatbed,179,101-300,3.598,2.561,1.739,3.51,6.34,135,19,8.07,2795.00,1391.00,0.82,0.554,false,false,"
"118,TRK-000118,2025-06-21,4,3479.00,53ft_Flatbed,1010,1000+,2.223,2.328,2.276,4.30,8.48,949,271,6.30,2903.00,455.00,0.66,0.507,false,false,"
"119,TRK-000119,2025-06-29,28,5586.00,Reefer,188,101-300,2.656,2.485,1.441,4.61,6.61,166,52,16.91,3046.00,1724.00,0.60,0.697,false,false,Negative mileage entered"
"120,TRK-000120,2025-04-11,17,4562.00,53ft_Flatbed,2056,1000+,2.703,3.219,1.935,3.53,5.90,1754,185,25.20,1545.00,1992.00,0.58,0.598,false,false,"
"121,TRK-000121,2025-03-31,26,6962.00,53ft_Dry_Van,652,301-1000,3.616,2.862,1.836,3.84,7.87,615,186,11.77,2689.00,1504.00,0.81,0.488,false,false,"
"122,TRK-000122,2025-01-21,9,8877.00,Reefer,432,301-1000,3.622,2.624,1.463,4.58,6.76,368,36,24.45,1555.00,365.00,0.82,0.678,false,false,"
"124,TRK-000124,2025-03-02,37,3529.00,Reefer,433,301-1000,3.212,2.103,2.047,4.61,7.82,367,107,13.71,1210.00,543.00,0.83,0.590,false,false,"
"125,TRK-000125,2025-07-29,33,8858.00,53ft_Flatbed,65,0-100,3.079,2.267,2.101,3.95,6.65,52,9,23.86,1689.00,585.00,0.61,0.594,true,false,"
"126,TRK-000126,2025-09-06,35,5253.00,53ft_Dry_Van,462,301-1000,2.890,3.265,2.099,3.54,7.50,361,112,14.74,1689.00,654.00,0.74,0.472,false,false,"
"127,TRK-000127,2025-10-28,31,5861.00,53ft_Flatbed,1486,1000+,2.394,2.503,1.951,4.16,5.51,1265,327,10.71,2076.00,1705.00,0.77,0.755,false,false,"
"128,TRK-000128,2025-09-22,4,8063.00,Reefer,290,101-300,2.165,2.860,1.475,3.69,7.91,269,49,10.10,1651.00,1568.00,0.73,0.466,false,false,"
"129,TRK-000129,2025-06-06,16,3439.00,53ft_Flatbed,112,101-300,3.554,2.160,1.974,4.28,7.07,106,7,17.02,2933.00,847.00,0.64,0.605,false,false,"
"130,TRK-000130,2025-03-07,13,4454.00,53ft_Flatbed,887,301-1000,2.980,3.236,1.433,3.82,5.96,783,47,13.55,2774.00,894.00,0.78,0.641,false,false,"
"131,TRK-000131,2025-04-13,18,8606.00,53ft_Flatbed,745,301-1000,3.963,2.116,1.773,4.91,6.54,571,194,8.71,1854.00,1048.00,0.55,0.751,false,false,"
"132,TRK-000132,2025-06-25,4,9679.00,53ft_Flatbed,43,0-100,2.146,2.188,2.175,4.71,5.89,33,13,8.78,2770.00,1298.00,0.58,0.800,false,false,"
"133,TRK-000133,2025-04-01,4,14984.00,53ft_Flatbed,215,101-300,2.885,2.505,1.940,4.46,8.48,197,43,2.50,2705.00,481.00,0.66,0.526,true,false,"
"134,TRK-000134,2025-10-18,1,3016.00,53ft_Flatbed,626,301-1000,3.956,2.794,1.439,4.00,7.54,516,45,1.25,1787.00,1290.00,0.63,0.531,false,false,"
"135,TRK-000135,2025-09-05,21,12005.00,53ft_Flatbed,288,101-300,3.393,2.722,1.645,4.65,6.80,248,26,29.72,2156.00,948.00,0.55,0.684,false,false,"
"136,TRK-000136,2025-03-25,18,8239.00,53ft_Stepdeck,2386,1000+,2.681,2.149,2.353,4.21,7.49,1886,594,21.90,2035.00,1973.00,0.66,0.562,false,false,"
"137,TRK-000137,2025-07-28,30,6221.00,53ft_Stepdeck,1123,1000+,3.927,2.908,2.284,4.81,7.10,982,156,22.50,1269.00,594.00,0.61,0.677,false,false,"
"138,TRK-000138,2025-03-19,33,4588.00,53ft_Stepdeck,168,101-300,2.577,3.226,1.552,4.92,6.89,130,47,11.00,1877.00,481.00,0.70,0.714,false,false,Negative mileage entered"
"139,TRK-000139,2025-02-12,16,14730.00,53ft_Dry_Van,868,301-1000,2.029,2.698,1.549,4.27,6.34,772,224,7.09,2963.00,1525.00,0.61,0.674,false,false,"
"140,TRK-000140,2025-03-07,16,3658.00,53ft_Flatbed,793,301-1000,2.387,2.822,1.769,4.09,7.24,665,229,7.01,2698.00,468.00,0.68,0.565,true,false,"
"141,TRK-000141,2025-03-27,20,5991.00,Reefer,742,301-1000,2.827,3.269,1.420,3.98,8.40,674,217,15.86,1270.00,373.00,0.67,0.474,false,false,"
"142,TRK-000142,2025-07-01,11,1264.00,53ft_Dry_Van,145,101-300,3.513,2.159,2.344,4.28,7.28,116,9,0.29,2542.00,1235.00,0.58,0.588,false,false,"
"143,TRK-000143,2025-04-22,39,9425.00,53ft_Flatbed,643,301-1000,2.787,3.124,2.082,4.93,7.67,589,107,10.89,2983.00,1358.00,0.67,0.643,false,false,"
"144,TRK-000144,2025-04-13,15,5390.00,53ft_Flatbed,627,301-1000,2.468,2.436,2.070,4.14,8.04,500,118,21.10,2388.00,969.00,0.75,0.515,false,false,"
"145,TRK-000145,2025-04-24,24,2881.00,Reefer,375,301-1000,3.239,2.630,1.522,4.31,5.80,343,32,7.87,2971.00,1153.00,0.67,0.743,false,false,"
"146,TRK-000146,2025-03-19,9,5423.00,53ft_Flatbed,497,301-1000,2.342,2.684,1.729,3.76,7.27,471,32,4.31,3164.00,1857.00,0.68,0.517,false,false,"
"147,TRK-000147,2025-07-30,17,7915.00,Reefer,297,101-300,3.670,2.259,2.139,4.51,6.16,237,42,22.09,1227.00,1536.00,0.57,0.732,false,false,"
"148,TRK-000148,2025-03-24,9,8311.00,53ft_Dry_Van,161,101-300,3.740,3.041,1.421,4.45,8.19,135,37,21.82,2871.00,1934.00,0.64,0.543,false,false,Decimal error in revenue"
"149,TRK-000149,2025-03-25,32,8247.00,40ft_Flatbed,248,101-300,3.769,2.345,1.491,4.49,6.71,232,66,5.39,1272.00,1949.00,0.78,0.669,false,false,"
"150,TRK-000150,2025-10-26,23,8337.00,53ft_Flatbed,216,101-300,3.410,2.264,1.885,4.99,8.29,176,53,2.53,3194.00,1307.00,0.61,0.602,false,false,"
"151,TRK-000151,2025-03-21,32,10037.00,53ft_Flatbed,2065,1000+,3.456,2.456,1.974,3.92,6.57,1859,373,11.36,3050.00,1859.00,0.69,0.597,false,false,"
"152,TRK-000152,2025-10-24,21,5429.00,53ft_Dry_Van,983,301-1000,2.217,2.173,1.421,3.71,8.08,760,190,15.54,1374.00,694.00,0.61,0.459,true,false,"
"153,TRK-000153,2025-04-26,14,5824.00,53ft_Dry_Van,46,0-100,3.129,2.957,2.101,3.97,5.52,35,12,17.80,1268.00,1745.00,0.64,0.719,false,false,"
